match_id,season_year,date,stage,home,away,home_score,away_score,home_pens,away_pens,extra_time,penalties,total_shots,total_xg,largest_xg_swing,largest_xg_swing_window,xg_lead_changes,xg_first_15_home,xg_first_15_away,xg_last_15_home,xg_last_15_away,xg_home_0-15,xg_away_0-15,xg_diff_0-15,xg_home_15-30,xg_away_15-30,xg_diff_15-30,xg_home_30-45,xg_away_30-45,xg_diff_30-45,xg_home_45-60,xg_away_45-60,xg_diff_45-60,xg_home_60-75,xg_away_60-75,xg_diff_60-75,xg_home_75-90plus,xg_away_75-90plus,xg_diff_75-90plus
148,2026,2026-06-29,Round of 32,GER,PAR,1,1,3,4,True,True,45,11.878,1.338,60-75_to_75-90plus,5,0.11,0.1385,6.0665,4.7532,0.11,0.1385,-0.0285,0.0,0.0,0.0,0.0187,0.0617,-0.043,0.3543,0.2834,0.0709,0.0335,0.0582,-0.0247,6.0665,4.7532,1.3133
149,2026,2026-06-30,Round of 32,NED,MAR,1,1,2,3,True,True,27,9.5164,1.0493,60-75_to_75-90plus,1,0.0234,0.0,3.942,4.8957,0.0234,0.0,0.0234,0.0,0.1718,-0.1718,0.0348,0.0,0.0348,0.0795,0.2736,-0.1941,0.0956,0.0,0.0956,3.942,4.8957,-0.9537
150,2026,2026-06-30,Round of 32,CIV,NOR,1,2,,,False,False,24,3.4494,0.9922,30-45_to_45-60,4,0.0884,0.0299,0.2557,0.8886,0.0884,0.0299,0.0585,0.2679,0.0,0.2679,0.0094,0.6512,-0.6418,0.3504,0.0,0.3504,0.3869,0.521,-0.1341,0.2557,0.8886,-0.6329
151,2026,2026-06-30,Round of 32,FRA,SWE,3,0,,,False,False,35,4.0099,0.852,15-30_to_30-45,3,0.0,0.0314,0.6201,0.3294,0.0,0.0314,-0.0314,0.1115,0.2562,-0.1447,0.7073,0.0,0.7073,0.6684,0.1581,0.5103,1.1275,0.0,1.1275,0.6201,0.3294,0.2907
152,2026,2026-07-01,Round of 32,MEX,ECU,2,0,,,False,False,23,1.8078,0.3808,0-15_to_15-30,0,0.3364,0.0,0.1263,0.1144,0.3364,0.0,0.3364,0.132,0.1764,-0.0444,0.1929,0.1205,0.0724,0.1362,0.0253,0.1109,0.0926,0.3548,-0.2622,0.1263,0.1144,0.0119
153,2026,2026-07-01,Round of 32,ENG,COD,2,1,,,False,False,23,2.8464,0.6611,45-60_to_60-75,1,0.0,0.0651,0.4846,0.0756,0.0,0.0651,-0.0651,0.0,0.0,0.0,0.9352,0.6248,0.3104,0.6217,0.0,0.6217,0.0,0.0394,-0.0394,0.4846,0.0756,0.409
154,2026,2026-07-01,Round of 32,BEL,SEN,3,2,,,True,False,43,6.2183,0.9763,45-60_to_60-75,1,0.0538,1.3181,1.628,0.8674,0.0538,1.3181,-1.2643,0.0687,0.9738,-0.9051,0.0,0.0424,-0.0424,0.1449,0.8508,-0.7059,0.2704,0.0,0.2704,1.628,0.8674,0.7606
155,2026,2026-07-02,Round of 32,USA,BIH,2,0,,,False,False,20,1.4394,0.4933,45-60_to_60-75,0,0.0869,0.044,0.1912,0.1085,0.0869,0.044,0.0429,0.4194,0.0,0.4194,0.0653,0.0,0.0653,0.429,0.0154,0.4136,0.0,0.0797,-0.0797,0.1912,0.1085,0.0827
156,2026,2026-07-02,Round of 32,ESP,AUT,3,0,,,False,False,28,3.0935,0.426,15-30_to_30-45,0,0.332,0.0,0.9292,0.1146,0.332,0.0,0.332,0.0,0.0,0.0,0.4479,0.0219,0.426,0.4824,0.0386,0.4438,0.6075,0.1194,0.4881,0.9292,0.1146,0.8146
157,2026,2026-07-02,Round of 32,POR,CRO,2,1,,,False,False,31,4.2463,1.3534,45-60_to_60-75,1,0.7173,0.1649,0.3603,0.6918,0.7173,0.1649,0.5524,0.2774,0.0452,0.2322,0.413,0.0,0.413,0.1115,0.4546,-0.3431,1.0103,0.0,1.0103,0.3603,0.6918,-0.3315
158,2026,2026-07-03,Round of 32,SUI,ALG,2,0,,,False,False,21,3.4676,0.7523,60-75_to_75-90plus,1,0.9721,0.3574,0.9628,0.0437,0.9721,0.3574,0.6147,0.2206,0.0268,0.1938,0.1653,0.0421,0.1232,0.2449,0.2651,-0.0202,0.1668,0.0,0.1668,0.9628,0.0437,0.9191
159,2026,2026-07-03,Round of 32,AUS,EGY,1,1,2,4,True,True,41,8.564,0.3548,0-15_to_15-30,11,0.0202,0.2836,3.5913,3.6921,0.0202,0.2836,-0.2634,0.2006,0.1092,0.0914,0.0466,0.0,0.0466,0.147,0.4089,-0.2619,0.0254,0.0391,-0.0137,3.5913,3.6921,-0.1008
160,2026,2026-07-03,Round of 32,ARG,CPV,3,2,,,True,False,40,2.6656,0.8356,45-60_to_60-75,1,0.0,0.0365,1.0154,0.3073,0.0,0.0365,-0.0365,0.3482,0.0,0.3482,0.0,0.0,0.0,0.0613,0.111,-0.0497,0.7859,0.0,0.7859,1.0154,0.3073,0.7081
161,2026,2026-07-04,Round of 32,COL,GHA,1,0,,,False,False,29,2.7257,1.0508,60-75_to_75-90plus,1,0.7366,0.0186,0.9546,0.0,0.7366,0.0186,0.718,0.0381,0.0,0.0381,0.1555,0.1499,0.0056,0.5762,0.0,0.5762,0.0,0.0962,-0.0962,0.9546,0.0,0.9546
162,2026,2026-07-04,Round of 16,CAN,MAR,0,3,,,False,False,18,1.7027,0.3761,60-75_to_75-90plus,0,0.3691,0.0,0.3191,0.6952,0.3691,0.0,0.3691,0.0527,0.0193,0.0334,0.0359,0.0,0.0359,0.141,0.0704,0.0706,0.0,0.0,0.0,0.3191,0.6952,-0.3761
163,2026,2026-07-04,Round of 16,PAR,FRA,0,1,,,False,False,22,1.572,0.7421,45-60_to_60-75,2,0.0,0.0,0.0789,0.3268,0.0,0.0,0.0,0.0537,0.0277,0.026,0.0,0.1216,-0.1216,0.0182,0.1106,-0.0924,0.0,0.8345,-0.8345,0.0789,0.3268,-0.2479
164,2026,2026-07-05,Round of 16,BRA,NOR,1,2,,,False,False,23,3.5871,0.7701,0-15_to_15-30,0,0.7884,0.0,0.8484,0.1881,0.7884,0.0,0.7884,0.0183,0.0,0.0183,0.263,0.1694,0.0936,0.7285,0.2951,0.4334,0.1008,0.1871,-0.0863,0.8484,0.1881,0.6603
165,2026,2026-07-06,Round of 16,MEX,ENG,2,3,,,False,False,28,3.5608,0.7022,60-75_to_75-90plus,2,0.0182,0.0,0.7179,0.0157,0.0182,0.0,0.0182,0.09,0.0385,0.0515,0.2162,0.6539,-0.4377,0.1791,0.0545,0.1246,0.7884,0.7884,0.0,0.7179,0.0157,0.7022
166,2026,2026-07-06,Round of 16,POR,ESP,0,1,,,False,False,26,2.4344,0.4816,0-15_to_15-30,0,0.0645,0.6816,0.247,0.6073,0.0645,0.6816,-0.6171,0.0,0.1355,-0.1355,0.2569,0.1466,0.1103,0.088,0.0224,0.0656,0.0,0.1846,-0.1846,0.247,0.6073,-0.3603
167,2026,2026-07-07,Round of 16,USA,BEL,1,4,,,False,False,23,2.8574,1.3878,0-15_to_15-30,0,0.0,1.3878,0.2282,0.1156,0.0,1.3878,-1.3878,0.0,0.0,0.0,0.1035,0.5289,-0.4254,0.3143,0.1075,0.2068,0.0198,0.0518,-0.032,0.2282,0.1156,0.1126
168,2026,2026-07-07,Round of 16,ARG,EGY,3,2,,,False,False,27,4.5598,1.3769,60-75_to_75-90plus,1,0.0,0.0,1.1172,0.1227,0.0,0.0,0.0,1.1741,0.1032,1.0709,0.5527,0.0162,0.5365,0.0657,0.5024,-0.4367,0.2616,0.644,-0.3824,1.1172,0.1227,0.9945
169,2026,2026-07-07,Round of 16,SUI,COL,0,0,4,3,True,True,32,9.2652,0.4366,60-75_to_75-90plus,2,0.0,0.0397,4.005,4.5737,0.0,0.0397,-0.0397,0.0,0.0609,-0.0609,0.0621,0.1463,-0.0842,0.207,0.0,0.207,0.0192,0.1513,-0.1321,4.005,4.5737,-0.5687
170,2026,2026-07-09,Quarterfinal,FRA,MAR,2,0,,,False,False,27,3.2018,0.5516,15-30_to_30-45,0,0.4846,0.0,0.5579,0.0612,0.4846,0.0,0.4846,0.9139,0.0,0.9139,0.3623,0.0,0.3623,0.5774,0.0787,0.4987,0.1658,0.0,0.1658,0.5579,0.0612,0.4967
171,2026,2026-07-10,Quarterfinal,ESP,BEL,2,1,,,False,False,22,2.5641,0.7009,60-75_to_75-90plus,0,0.2976,0.0,0.7483,0.0278,0.2976,0.0,0.2976,0.0345,0.036,-0.0015,0.7674,0.1394,0.628,0.243,0.0787,0.1643,0.1055,0.0859,0.0196,0.7483,0.0278,0.7205
172,2026,2026-07-11,Quarterfinal,NOR,ENG,1,2,,,True,False,31,3.2581,1.1697,45-60_to_60-75,1,0.0,0.0,0.4265,0.8348,0.0,0.0,0.0,0.0,0.1265,-0.1265,0.344,0.0,0.344,1.348,0.1783,1.1697,0.0,0.0,0.0,0.4265,0.8348,-0.4083
173,2026,2026-07-12,Quarterfinal,ARG,SUI,3,1,,,True,False,36,2.9385,2.0534,60-75_to_75-90plus,1,0.276,0.0337,1.7618,0.034,0.276,0.0337,0.2423,0.0,0.0239,-0.0239,0.0,0.0,0.0,0.3747,0.1088,0.2659,0.0,0.3256,-0.3256,1.7618,0.034,1.7278
174,2026,2026-07-14,Semifinal,FRA,ESP,0,2,,,False,False,21,1.9456,0.7445,0-15_to_15-30,1,0.0123,0.0562,0.1395,0.0885,0.0123,0.0562,-0.0439,0.0,0.7884,-0.7884,0.0245,0.1441,-0.1196,0.0,0.5542,-0.5542,0.1379,0.0,0.1379,0.1395,0.0885,0.051
175,2026,2026-07-15,Semifinal,ENG,ARG,1,2,,,False,False,20,2.4796,1.4785,60-75_to_75-90plus,3,0.0,0.0,0.0486,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0549,0.0253,0.0296,0.3839,0.1458,0.2381,0.0441,0.147,-0.1029,0.0486,1.63,-1.5814
176,2026,2026-07-18,Match for 3rd place,FRA,ENG,4,6,,,False,False,39,5.7221,1.2684,30-45_to_45-60,8,0.0872,0.19,0.7201,1.2888,0.0872,0.19,-0.1028,0.0238,0.2249,-0.2011,0.3924,0.8775,-0.4851,1.0686,0.2853,0.7833,0.5313,0.0322,0.4991,0.7201,1.2888,-0.5687
177,2026,2026-07-19,Final,ESP,ARG,1,0,,,True,False,22,2.1465,0.5955,60-75_to_75-90plus,0,0.1003,0.0,1.2177,0.2042,0.1003,0.0,0.1003,0.0,0.0,0.0,0.1289,0.0,0.1289,0.0774,0.0,0.0774,0.418,0.0,0.418,1.2177,0.2042,1.0135
762,2022,2022-11-29,Group Stage,IRN,USA,0,1,,,False,False,16,1.5988,0.6871,30-45_to_45-60,0,0.0,0.1153,0.2163,0.1247,0.0,0.1153,-0.1153,0.0,0.1795,-0.1795,0.0,0.5655,-0.5655,0.1811,0.0595,0.1216,0.0241,0.1328,-0.1087,0.2163,0.1247,0.0916
763,2022,2022-11-29,Group Stage,WAL,ENG,0,3,,,False,False,25,2.8691,0.7274,60-75_to_75-90plus,0,0.0,0.4337,0.1604,1.0846,0.0,0.4337,-0.4337,0.0,0.0702,-0.0702,0.0255,0.2871,-0.2616,0.1044,0.3926,-0.2882,0.0569,0.2537,-0.1968,0.1604,1.0846,-0.9242
764,2022,2022-11-30,Group Stage,AUS,DEN,1,0,,,False,False,21,1.2481,0.2328,60-75_to_75-90plus,3,0.0603,0.2036,0.0453,0.2121,0.0603,0.2036,-0.1433,0.0357,0.098,-0.0623,0.0496,0.0,0.0496,0.2575,0.0596,0.1979,0.1462,0.0802,0.066,0.0453,0.2121,-0.1668
765,2022,2022-11-30,Group Stage,TUN,FRA,1,0,,,False,False,15,1.3062,0.6125,60-75_to_75-90plus,2,0.0,0.0,0.0,0.6125,0.0,0.0,0.0,0.0,0.1552,-0.1552,0.1413,0.0,0.1413,0.357,0.0402,0.3168,0.0,0.0,0.0,0.0,0.6125,-0.6125
766,2022,2022-11-30,Group Stage,KSA,MEX,1,2,,,False,False,36,3.4099,0.3529,60-75_to_75-90plus,2,0.1123,0.4897,0.6662,0.4677,0.1123,0.4897,-0.3774,0.0,0.1936,-0.1936,0.0,0.2325,-0.2325,0.2353,0.6724,-0.4371,0.0929,0.2473,-0.1544,0.6662,0.4677,0.1985
767,2022,2022-11-30,Group Stage,POL,ARG,0,2,,,False,False,27,4.0391,1.6156,15-30_to_30-45,3,0.1167,0.1106,0.0,0.4733,0.1167,0.1106,0.0061,0.1327,0.2134,-0.0807,0.0,1.6963,-1.6963,0.073,0.436,-0.363,0.0,0.7871,-0.7871,0.0,0.4733,-0.4733
768,2022,2022-12-01,Group Stage,CAN,MAR,1,2,,,False,False,12,1.938,0.8407,60-75_to_75-90plus,4,0.0422,0.1526,0.0,0.0,0.0422,0.1526,-0.1104,0.4459,0.3004,0.1455,0.0,0.0738,-0.0738,0.0824,0.0,0.0824,0.8407,0.0,0.8407,0.0,0.0,0.0
769,2022,2022-12-01,Group Stage,CRO,BEL,0,0,,,False,False,27,3.7331,0.9681,45-60_to_60-75,1,0.0276,0.5005,0.0,1.0777,0.0276,0.5005,-0.4729,0.0,0.0249,-0.0249,0.1672,0.3589,-0.1917,0.3398,0.1749,0.1649,0.1292,0.9324,-0.8032,0.0,1.0777,-1.0777
770,2022,2022-12-01,Group Stage,CRC,GER,2,4,,,False,False,40,7.3769,1.5518,45-60_to_60-75,0,0.0,0.6709,0.0429,2.6569,0.0,0.6709,-0.6709,0.0,0.0737,-0.0737,0.2556,0.5221,-0.2665,0.6311,0.1539,0.4772,0.6476,1.7222,-1.0746,0.0429,2.6569,-2.614
771,2022,2022-12-01,Group Stage,JPN,ESP,2,1,,,False,False,18,2.4858,1.0305,30-45_to_45-60,3,0.0802,0.6343,0.0758,0.2636,0.0802,0.6343,-0.5541,0.0,0.0488,-0.0488,0.0399,0.0554,-0.0155,1.015,0.0,1.015,0.2372,0.0356,0.2016,0.0758,0.2636,-0.1878
772,2022,2022-12-02,Group Stage,GHA,URU,0,2,,,False,False,22,3.6431,0.6565,0-15_to_15-30,1,0.0,0.0,0.6136,0.192,0.0,0.0,0.0,0.8403,1.4968,-0.6565,0.0543,0.0574,-0.0031,0.0645,0.0857,-0.0212,0.0384,0.2001,-0.1617,0.6136,0.192,0.4216
773,2022,2022-12-02,Group Stage,KOR,POR,2,1,,,False,False,26,3.015,1.2872,15-30_to_30-45,3,0.0,0.4774,0.6541,0.046,0.0,0.4774,-0.4774,0.7214,0.023,0.6984,0.0425,0.6313,-0.5888,0.0531,0.0862,-0.0331,0.2392,0.0408,0.1984,0.6541,0.046,0.6081
774,2022,2022-12-02,Group Stage,SRB,SUI,2,3,,,False,False,26,4.1777,1.0761,45-60_to_60-75,2,0.8439,0.5394,0.1115,0.2799,0.8439,0.5394,0.3045,0.1436,0.1789,-0.0353,0.0897,0.8309,-0.7412,0.0419,0.9871,-0.9452,0.1309,0.0,0.1309,0.1115,0.2799,-0.1684
775,2022,2022-12-02,Group Stage,CAM,BRA,1,0,,,False,False,28,2.9483,0.8774,60-75_to_75-90plus,0,0.0,0.3768,0.2254,1.1546,0.0,0.3768,-0.3768,0.0,0.091,-0.091,0.0,0.2114,-0.2114,0.2457,0.5916,-0.3459,0.0,0.0518,-0.0518,0.2254,1.1546,-0.9292
776,2022,2022-12-03,Round of 16,NED,USA,3,1,,,False,False,28,3.1749,0.8038,45-60_to_60-75,3,0.1593,0.4165,0.7615,0.4503,0.1593,0.4165,-0.2572,0.0905,0.0,0.0905,0.0,0.0692,-0.0692,0.1563,0.4973,-0.341,0.5184,0.0556,0.4628,0.7615,0.4503,0.3112
777,2022,2022-12-03,Round of 16,ARG,AUS,2,1,,,False,False,20,2.2829,0.5891,45-60_to_60-75,2,0.0,0.0,0.9904,0.5161,0.0,0.0,0.0,0.019,0.0752,-0.0562,0.0355,0.0,0.0355,0.6179,0.0,0.6179,0.0288,0.0,0.0288,0.9904,0.5161,0.4743
778,2022,2022-12-04,Round of 16,FRA,POL,3,1,,,False,False,28,3.1845,0.9279,60-75_to_75-90plus,3,0.2568,0.0,0.165,0.9582,0.2568,0.0,0.2568,0.0855,0.0624,0.0231,0.5713,0.6581,-0.0868,0.1122,0.0951,0.0171,0.1773,0.0426,0.1347,0.165,0.9582,-0.7932
779,2022,2022-12-04,Round of 16,ENG,SEN,3,0,,,False,False,18,1.8184,0.5468,15-30_to_30-45,2,0.0,0.0,0.1833,0.2221,0.0,0.0,0.0,0.0888,0.3924,-0.3036,0.3378,0.0946,0.2432,0.4094,0.0383,0.3711,0.0,0.0517,-0.0517,0.1833,0.2221,-0.0388
884,2022,2022-12-05,Round of 16,JPN,CRO,1,1,1,3,True,True,38,9.0562,0.6102,15-30_to_30-45,11,0.2246,0.5993,3.3681,3.6072,0.2246,0.5993,-0.3747,0.0,0.0933,-0.0933,0.5169,0.0,0.5169,0.1485,0.0624,0.0861,0.1133,0.3226,-0.2093,3.3681,3.6072,-0.2391
989,2022,2022-12-05,Round of 16,BRA,KOR,4,1,,,False,False,26,4.2507,1.2251,30-45_to_45-60,0,1.0668,0.0,0.2861,0.1075,1.0668,0.0,1.0668,0.6935,0.0559,0.6376,0.1648,0.1541,0.0107,1.3179,0.0821,1.2358,0.2417,0.0803,0.1614,0.2861,0.1075,0.1786
990,2022,2022-12-06,Round of 16,MAR,ESP,0,0,3,0,True,True,26,7.2412,0.5106,60-75_to_75-90plus,14,0.0388,0.0,3.638,3.1274,0.0388,0.0,0.0388,0.0,0.2318,-0.2318,0.193,0.0,0.193,0.0,0.0122,-0.0122,0.0,0.0,0.0,3.638,3.1274,0.5106
991,2022,2022-12-06,Round of 16,POR,SUI,6,1,,,False,False,25,3.4298,0.341,15-30_to_30-45,1,0.0,0.052,0.0989,0.159,0.0,0.052,-0.052,0.2286,0.0,0.2286,0.8064,0.2368,0.5696,0.8978,0.5397,0.3581,0.3255,0.0851,0.2404,0.0989,0.159,-0.0601
992,2022,2022-12-09,Quarterfinal,CRO,BRA,1,1,4,2,True,True,38,9.4883,0.8813,60-75_to_75-90plus,6,0.1838,0.0303,3.4311,4.8101,0.1838,0.0303,0.1535,0.0326,0.1983,-0.1657,0.0221,0.0411,-0.019,0.0874,0.1076,-0.0202,0.0231,0.5208,-0.4977,3.4311,4.8101,-1.379
993,2022,2022-12-09,Quarterfinal,NED,ARG,2,2,3,4,True,True,30,10.3569,0.8668,45-60_to_60-75,2,0.0,0.0468,4.3721,4.4041,0.0,0.0468,-0.0468,0.1226,0.0559,0.0667,0.0,0.4886,-0.4886,0.0,0.0,0.0,0.0,0.8668,-0.8668,4.3721,4.4041,-0.032
994,2022,2022-12-10,Quarterfinal,MAR,POR,1,0,,,False,False,21,2.3146,0.6288,60-75_to_75-90plus,3,0.0856,0.1385,0.5659,0.2357,0.0856,0.1385,-0.0529,0.0567,0.0,0.0567,0.5685,0.123,0.4455,0.1222,0.1199,0.0023,0.0,0.2986,-0.2986,0.5659,0.2357,0.3302
995,2022,2022-12-10,Quarterfinal,ENG,FRA,1,2,,,False,False,24,3.4462,0.9461,30-45_to_45-60,2,0.0389,0.1521,0.8935,0.595,0.0389,0.1521,-0.1132,0.4092,0.0266,0.3826,0.0,0.1325,-0.1325,0.8876,0.074,0.8136,0.2047,0.0321,0.1726,0.8935,0.595,0.2985
996,2022,2022-12-13,Semifinal,ARG,CRO,3,0,,,False,False,21,2.856,1.5468,30-45_to_45-60,3,0.0,0.0,0.1945,0.1448,0.0,0.0,0.0,0.0302,0.0132,0.017,1.558,0.034,1.524,0.1628,0.1856,-0.0228,0.3905,0.1424,0.2481,0.1945,0.1448,0.0497
997,2022,2022-12-14,Semifinal,FRA,MAR,2,0,,,False,False,27,3.1998,0.9861,30-45_to_45-60,0,0.2048,0.0257,0.7499,0.6673,0.2048,0.0257,0.1791,0.0794,0.0602,0.0192,0.901,0.0696,0.8314,0.0182,0.1729,-0.1547,0.2508,0.0,0.2508,0.7499,0.6673,0.0826
998,2022,2022-12-17,Match for 3rd place,CRO,MAR,2,1,,,False,False,21,1.8525,0.749,0-15_to_15-30,1,0.0945,0.6327,0.2485,0.3196,0.0945,0.6327,-0.5382,0.2108,0.0,0.2108,0.0274,0.1678,-0.1404,0.0587,0.0,0.0587,0.0225,0.07,-0.0475,0.2485,0.3196,-0.0711
999,2022,2022-12-18,Final,ARG,FRA,3,3,4,2,True,True,38,11.9253,0.7943,0-15_to_15-30,0,0.1036,0.0,4.8022,5.3048,0.1036,0.0,0.1036,0.8979,0.0,0.8979,0.4035,0.0,0.4035,0.1093,0.0,0.1093,0.1852,0.1188,0.0664,4.8022,5.3048,-0.5026
1000,2022,2022-11-22,Group Stage,ARG,KSA,1,2,,,False,False,18,2.4118,1.1011,45-60_to_60-75,0,0.8511,0.0,0.2816,0.0,0.8511,0.0,0.8511,0.0175,0.0,0.0175,0.1605,0.0,0.1605,0.0,0.1495,-0.1495,0.9516,0.0,0.9516,0.2816,0.0,0.2816
1001,2022,2022-11-22,Group Stage,DEN,TUN,0,0,,,False,False,24,2.512,1.0431,45-60_to_60-75,3,0.0,0.1203,0.219,0.0,0.0,0.1203,-0.1203,0.1644,0.0,0.1644,0.0125,0.6161,-0.6036,0.1683,0.1786,-0.0103,1.0328,0.0,1.0328,0.219,0.0,0.219
1002,2022,2022-11-22,Group Stage,MEX,POL,0,0,,,False,False,17,1.7402,1.1422,45-60_to_60-75,2,0.1798,0.0411,0.0603,0.0919,0.1798,0.0411,0.1387,0.1109,0.0,0.1109,0.0258,0.0,0.0258,0.0441,0.8848,-0.8407,0.3015,0.0,0.3015,0.0603,0.0919,-0.0316
1003,2022,2022-11-22,Group Stage,FRA,AUS,4,1,,,False,False,27,4.7305,1.1446,60-75_to_75-90plus,2,0.0265,0.2997,0.3284,0.0,0.0265,0.2997,-0.2732,0.4142,0.0219,0.3923,1.2466,0.0,1.2466,0.7184,0.2018,0.5166,1.473,0.0,1.473,0.3284,0.0,0.3284
1004,2022,2022-11-23,Group Stage,MAR,CRO,0,0,,,False,False,13,0.8893,0.4349,45-60_to_60-75,1,0.0819,0.0,0.0,0.0,0.0819,0.0,0.0819,0.1641,0.0122,0.1519,0.0,0.0,0.0,0.0981,0.5113,-0.4132,0.0217,0.0,0.0217,0.0,0.0,0.0
1005,2022,2022-11-23,Group Stage,GER,JPN,1,2,,,False,False,38,4.6602,0.6021,15-30_to_30-45,0,0.0181,0.0,0.5115,0.5167,0.0181,0.0,0.0181,0.3193,0.0,0.3193,0.9214,0.0,0.9214,0.6369,0.2086,0.4283,0.7219,0.8058,-0.0839,0.5115,0.5167,-0.0052
1006,2022,2022-11-23,Group Stage,ESP,CRC,7,0,,,False,False,17,3.5297,0.9019,0-15_to_15-30,0,1.2139,0.0,0.635,0.0,1.2139,0.0,1.2139,0.312,0.0,0.312,0.8067,0.0,0.8067,0.3394,0.0,0.3394,0.2227,0.0,0.2227,0.635,0.0,0.635
1007,2022,2022-11-23,Group Stage,BEL,CAN,1,0,,,False,False,31,3.6767,1.5316,0-15_to_15-30,1,0.0201,1.568,0.2284,0.3024,0.0201,1.568,-1.5479,0.0783,0.0946,-0.0163,0.3809,0.3112,0.0697,0.0,0.5283,-0.5283,0.0627,0.1018,-0.0391,0.2284,0.3024,-0.074
1008,2022,2022-11-24,Group Stage,SUI,CAM,1,0,,,False,False,15,2.1936,0.7287,30-45_to_45-60,1,0.0263,0.2002,0.2367,0.0,0.0263,0.2002,-0.1739,0.0,0.0239,-0.0239,0.0782,0.1985,-0.1203,0.8801,0.2717,0.6084,0.223,0.055,0.168,0.2367,0.0,0.2367
1009,2022,2022-11-24,Group Stage,URU,KOR,0,0,,,False,False,17,1.2264,0.5004,30-45_to_45-60,3,0.1039,0.0,0.1787,0.1056,0.1039,0.0,0.1039,0.0617,0.0,0.0617,0.0586,0.4891,-0.4305,0.1105,0.0406,0.0699,0.0777,0.0,0.0777,0.1787,0.1056,0.0731
1010,2022,2022-11-24,Group Stage,POR,GHA,3,2,,,False,False,20,2.9352,0.425,45-60_to_60-75,0,0.4599,0.0,0.5683,0.4708,0.4599,0.0,0.4599,0.1302,0.0,0.1302,0.058,0.0,0.058,0.0,0.0481,-0.0481,0.7884,0.4115,0.3769,0.5683,0.4708,0.0975
1011,2022,2022-11-24,Group Stage,BRA,SRB,2,0,,,False,False,28,2.6757,0.8709,60-75_to_75-90plus,0,0.0,0.0,0.2314,0.0459,0.0,0.0,0.0,0.0448,0.0,0.0448,0.2909,0.0209,0.27,0.7606,0.0,0.7606,1.1688,0.1124,1.0564,0.2314,0.0459,0.1855
1012,2022,2022-11-25,Group Stage,WAL,IRN,0,2,,,False,False,31,2.3641,0.4962,30-45_to_45-60,5,0.3696,0.0194,0.2671,0.5441,0.3696,0.0194,0.3502,0.0152,0.0847,-0.0695,0.0445,0.0,0.0445,0.1909,0.6426,-0.4517,0.0,0.186,-0.186,0.2671,0.5441,-0.277
1013,2022,2022-11-25,Group Stage,QAT,SEN,1,3,,,False,False,23,1.7096,0.4662,60-75_to_75-90plus,1,0.0,0.0879,0.2425,0.2375,0.0,0.0879,-0.0879,0.0319,0.1347,-0.1028,0.0,0.1131,-0.1131,0.1754,0.145,0.0304,0.5064,0.0352,0.4712,0.2425,0.2375,0.005
1014,2022,2022-11-25,Group Stage,NED,ECU,1,1,,,False,False,17,1.8452,1.2537,30-45_to_45-60,1,0.0571,0.0494,0.0,0.0726,0.0571,0.0494,0.0077,0.0,0.2119,-0.2119,0.0,0.0224,-0.0224,0.0,1.2761,-1.2761,0.0423,0.1134,-0.0711,0.0,0.0726,-0.0726
1015,2022,2022-11-25,Group Stage,ENG,USA,0,0,,,False,False,18,1.398,0.4919,0-15_to_15-30,4,0.2287,0.0,0.2483,0.0,0.2287,0.0,0.2287,0.0,0.2632,-0.2632,0.0,0.1813,-0.1813,0.2896,0.1637,0.1259,0.0,0.0232,-0.0232,0.2483,0.0,0.2483
1016,2022,2022-11-26,Group Stage,TUN,AUS,0,1,,,False,False,23,1.5468,0.2893,60-75_to_75-90plus,3,0.0,0.0089,0.4173,0.0,0.0,0.0089,-0.0089,0.0319,0.1228,-0.0909,0.179,0.322,-0.143,0.1318,0.1097,0.0221,0.1757,0.0477,0.128,0.4173,0.0,0.4173
1017,2022,2022-11-26,Group Stage,POL,KSA,2,0,,,False,False,25,3.5705,1.699,30-45_to_45-60,2,0.0,0.0551,0.7579,0.1734,0.0,0.0551,-0.0551,0.0538,0.0,0.0538,0.2447,0.0,0.2447,0.0,1.4543,-1.4543,0.506,0.3253,0.1807,0.7579,0.1734,0.5845
1018,2022,2022-11-26,Group Stage,FRA,DEN,2,1,,,False,False,31,3.0665,1.0139,60-75_to_75-90plus,0,0.276,0.0,1.0378,0.1181,0.276,0.0,0.276,0.1997,0.0,0.1997,0.4434,0.0322,0.4112,0.0909,0.0204,0.0705,0.3769,0.4711,-0.0942,1.0378,0.1181,0.9197
1019,2022,2022-11-26,Group Stage,ARG,MEX,2,0,,,False,False,9,0.586,0.1841,0-15_to_15-30,1,0.0,0.1841,0.0431,0.0,0.0,0.1841,-0.1841,0.0,0.0,0.0,0.0792,0.0,0.0792,0.0896,0.082,0.0076,0.108,0.0,0.108,0.0431,0.0,0.0431
1020,2022,2022-11-27,Group Stage,JPN,CRC,0,1,,,False,False,17,0.9928,0.3581,30-45_to_45-60,2,0.0108,0.0127,0.2016,0.0729,0.0108,0.0127,-0.0019,0.0,0.0,0.0,0.0108,0.0218,-0.011,0.3471,0.0,0.3471,0.3151,0.0,0.3151,0.2016,0.0729,0.1287
