match_id,season_year,competition,date,home,away,home_score,away_score,total_shots,total_xg,largest_xg_swing,largest_xg_swing_window,xg_lead_changes,xg_first_15_home,xg_first_15_away,xg_last_15_home,xg_last_15_away,xg_home_0-15,xg_away_0-15,xg_diff_0-15,xg_home_15-30,xg_away_15-30,xg_diff_15-30,xg_home_30-45,xg_away_30-45,xg_diff_30-45,xg_home_45-60,xg_away_45-60,xg_diff_45-60,xg_home_60-75,xg_away_60-75,xg_diff_60-75,xg_home_75-90plus,xg_away_75-90plus,xg_diff_75-90plus
31186,2627,PL,2026-08-23,BRI,AVL,4,0,28,4.2785,1.5009,0-15_to_15-30,1,0.3026,0.1175,0.3663,0.0,0.3026,0.1175,0.1851,1.7206,0.0346,1.686,0.8848,0.0,0.8848,0.6317,0.0254,0.6063,0.0973,0.0977,-0.0004,0.3663,0.0,0.3663
31187,2627,PL,2026-08-23,MCI,BOU,2,1,18,3.182,0.9417,0-15_to_15-30,0,0.568,0.0671,0.523,0.0825,0.568,0.0671,0.5009,0.0,0.4408,-0.4408,0.1862,0.1172,0.069,0.5327,0.0,0.5327,0.6646,0.0,0.6646,0.523,0.0825,0.4405
31188,2627,PL,2026-08-23,NEW,LIV,2,2,40,4.7765,2.0714,45-60_to_60-75,6,0.2707,0.2062,0.3611,1.0128,0.2707,0.2062,0.0645,0.058,0.1485,-0.0906,0.0838,0.0152,0.0685,0.1221,1.6005,-1.4784,0.7452,0.1522,0.593,0.3611,1.0128,-0.6518
31189,2627,PL,2026-08-24,FLH,CHE,2,3,32,4.0721,1.4665,30-45_to_45-60,0,0.0,0.6137,0.2802,0.0553,0.0,0.6137,-0.6137,0.4092,0.2104,0.1987,0.0179,1.2339,-1.216,0.708,0.4575,0.2505,0.0477,0.0383,0.0095,0.2802,0.0553,0.2248
31190,2627,PL,2026-08-28,CRY,MCI,1,4,28,3.4953,1.2966,15-30_to_30-45,1,0.1201,0.3201,0.0,0.3057,0.1201,0.3201,-0.2,0.0,1.0937,-1.0937,0.3063,0.1034,0.203,0.5002,0.7459,-0.2457,0.0,0.0,0.0,0.0,0.3057,-0.3057
31191,2627,PL,2026-08-29,LIV,NOT,2,2,25,4.1586,1.4151,45-60_to_60-75,0,0.0,0.8411,0.2281,0.0718,0.0,0.8411,-0.8411,0.0592,0.6524,-0.5932,0.1422,0.0,0.1422,0.7918,0.3164,0.4754,0.0579,0.9976,-0.9397,0.2281,0.0718,0.1563
31192,2627,PL,2026-08-29,COV,HUL,0,1,17,1.6421,0.7806,30-45_to_45-60,0,0.1654,0.0,0.0954,0.3368,0.1654,0.0,0.1654,0.099,0.0186,0.0803,0.7697,0.0,0.7697,0.0,0.011,-0.011,0.0528,0.0933,-0.0405,0.0954,0.3368,-0.2414
31193,2627,PL,2026-08-29,BOU,EVE,1,1,30,3.9679,1.0365,60-75_to_75-90plus,4,0.3297,0.2803,1.4153,0.1908,0.3297,0.2803,0.0494,0.0533,0.6858,-0.6325,0.2173,0.0,0.2173,0.0909,0.5165,-0.4256,0.188,0.0,0.188,1.4153,0.1908,1.2245
31194,2627,PL,2026-08-29,TOT,NEW,0,2,28,2.1474,0.7649,60-75_to_75-90plus,5,0.0478,0.1186,0.2622,0.0,0.0478,0.1186,-0.0708,0.2134,0.0403,0.1731,0.4303,0.1716,0.2587,0.0597,0.0711,-0.0113,0.1149,0.6176,-0.5027,0.2622,0.0,0.2622
31195,2627,PL,2026-08-30,SUN,FLH,1,0,23,2.59,1.2692,45-60_to_60-75,2,0.0489,0.0127,0.3453,0.3486,0.0489,0.0127,0.0361,0.0136,0.2937,-0.2801,0.0315,0.0,0.0315,0.0938,0.3532,-0.2594,1.0293,0.0195,1.0098,0.3453,0.3486,-0.0033
31196,2627,PL,2026-08-30,CHE,BRI,4,3,33,5.7968,1.1942,0-15_to_15-30,0,1.3755,0.0,0.0745,0.0816,1.3755,0.0,1.3755,0.5374,0.3561,0.1813,0.7567,1.0733,-0.3166,1.0073,0.2659,0.7415,0.1653,0.1032,0.062,0.0745,0.0816,-0.0071
31197,2627,PL,2026-08-30,LED,BRE,1,1,34,2.9204,0.2355,0-15_to_15-30,2,0.043,0.3273,0.9281,0.8434,0.043,0.3273,-0.2844,0.0134,0.0623,-0.0489,0.0,0.2502,-0.2502,0.0351,0.1168,-0.0817,0.1608,0.1399,0.0209,0.9281,0.8434,0.0846
31198,2627,PL,2026-08-30,MUN,IPS,5,2,43,6.8809,1.3499,60-75_to_75-90plus,2,0.2349,0.5151,0.8827,0.4429,0.2349,0.5151,-0.2803,0.1678,0.4381,-0.2703,0.5901,0.388,0.202,1.4104,0.0213,1.3891,1.7897,0.0,1.7897,0.8827,0.4429,0.4398
31199,2627,PL,2026-08-31,AVL,ARS,0,1,14,1.8063,1.1048,45-60_to_60-75,1,0.0481,0.4119,0.0,0.0,0.0481,0.4119,-0.3638,0.042,0.0487,-0.0067,0.0,0.0,0.0,0.0403,1.0287,-0.9884,0.1515,0.0351,0.1164,0.0,0.0,0.0
31200,2627,PL,2026-09-04,IPS,LIV,0,2,24,1.3421,0.2964,0-15_to_15-30,0,0.0728,0.2479,0.1207,0.1188,0.0728,0.2479,-0.175,0.2537,0.1324,0.1213,0.0738,0.091,-0.0171,0.0769,0.1541,-0.0772,0.0,0.0,0.0,0.1207,0.1188,0.0019
31201,2627,PL,2026-09-05,NEW,BOU,2,2,26,2.4554,0.801,0-15_to_15-30,2,0.1145,1.146,0.1718,0.0804,0.1145,1.146,-1.0315,0.0,0.2305,-0.2305,0.0398,0.0929,-0.0531,0.4495,0.1155,0.334,0.0,0.0144,-0.0144,0.1718,0.0804,0.0913
31202,2627,PL,2026-09-05,MCI,COV,1,0,27,3.6962,0.5242,30-45_to_45-60,1,0.0,0.3619,0.6843,0.5349,0.0,0.3619,-0.3619,0.6107,0.4551,0.1555,0.6532,0.0,0.6532,0.1291,0.0,0.1291,0.1245,0.1425,-0.018,0.6843,0.5349,0.1494
31203,2627,PL,2026-09-05,NOT,TOT,0,0,24,2.3162,1.1277,45-60_to_60-75,2,0.1103,0.0425,0.1527,0.1379,0.1103,0.0425,0.0678,0.1264,0.3738,-0.2474,0.1526,0.0,0.1526,0.0,0.8841,-0.8841,0.2897,0.0461,0.2436,0.1527,0.1379,0.0148
31204,2627,PL,2026-09-05,FLH,CRY,2,3,35,5.4305,1.0305,30-45_to_45-60,2,0.1575,0.0,0.363,0.7407,0.1575,0.0,0.1575,0.3405,0.5863,-0.2458,1.1678,0.3963,0.7715,0.5481,0.8072,-0.2591,0.3231,0.0,0.3231,0.363,0.7407,-0.3778
31205,2627,PL,2026-09-05,BRE,SUN,1,1,26,3.7407,1.1598,45-60_to_60-75,4,0.3762,0.1162,0.2651,0.9688,0.3762,0.1162,0.26,0.0,0.4743,-0.4743,0.0,0.0,0.0,0.8897,0.1353,0.7544,0.0548,0.4602,-0.4054,0.2651,0.9688,-0.7037
31206,2627,PL,2026-09-05,BRI,LED,1,1,30,5.3069,1.3543,0-15_to_15-30,0,0.0,1.7941,1.4104,0.1622,0.0,1.7941,-1.7941,0.0596,0.4994,-0.4398,0.0,0.0,0.0,0.1622,0.4998,-0.3376,0.6356,0.0835,0.5521,1.4104,0.1622,1.2482
31207,2627,PL,2026-09-05,HUL,AVL,0,0,24,2.4605,0.8689,45-60_to_60-75,0,0.0098,0.4676,0.6015,0.159,0.0098,0.4676,-0.4578,0.0137,0.0882,-0.0745,0.0513,0.0552,-0.0039,0.0727,0.8781,-0.8054,0.0634,0.0,0.0634,0.6015,0.159,0.4426
31208,2627,PL,2026-09-06,EVE,MUN,2,2,32,1.9285,0.5317,15-30_to_30-45,1,0.0165,0.0689,0.1738,0.4317,0.0165,0.0689,-0.0524,0.0,0.1558,-0.1558,0.3759,0.0,0.3759,0.3315,0.0636,0.268,0.1586,0.1523,0.0063,0.1738,0.4317,-0.2579
31209,2627,PL,2026-09-06,ARS,CHE,2,1,29,3.2999,0.627,30-45_to_45-60,1,1.1987,0.0367,0.0,0.1126,1.1987,0.0367,1.162,0.6496,0.0389,0.6107,0.0632,0.0756,-0.0124,0.7124,0.0978,0.6145,0.2456,0.0689,0.1766,0.0,0.1126,-0.1126
